wtB,B,shift_t,R,wA,cA,required_f,Kres,status
6,4722,1,17,1,0,2,2,PASS
6,9444,2,18,1,0,2,2,PASS
6,18888,3,19,1,0,2,2,PASS
5,2373,0,16,2,1,2,1,PASS
5,4746,1,17,2,1,2,1,PASS
5,9492,2,18,2,1,2,1,PASS
5,18984,3,19,2,1,2,1,PASS
6,2375,0,16,1,0,2,2,PASS
6,4750,1,17,1,0,2,2,PASS
6,9500,2,18,1,0,2,2,PASS
6,19000,3,19,1,0,2,2,PASS
5,2377,0,16,2,1,2,1,PASS
5,4754,1,17,2,1,2,1,PASS
5,9508,2,18,2,1,2,1,PASS
5,19016,3,19,2,1,2,1,PASS
6,2379,0,16,1,0,2,2,PASS
6,4758,1,17,1,0,2,2,PASS
6,9516,2,18,1,0,2,2,PASS
6,19032,3,19,1,0,2,2,PASS
6,2381,0,16,1,0,2,2,PASS
6,4762,1,17,1,0,2,2,PASS
6,9524,2,18,1,0,2,2,PASS
6,19048,3,19,1,0,2,2,PASS
5,2385,0,16,2,1,2,1,PASS
5,4770,1,17,2,1,2,1,PASS
5,9540,2,18,2,1,2,1,PASS
5,19080,3,19,2,1,2,1,PASS
6,2387,0,16,1,0,2,2,PASS
6,4774,1,17,1,0,2,2,PASS
6,9548,2,18,1,0,2,2,PASS
6,19096,3,19,1,0,2,2,PASS
6,2389,0,16,1,0,2,2,PASS
6,4778,1,17,1,0,2,2,PASS
6,9556,2,18,1,0,2,2,PASS
6,19112,3,19,1,0,2,2,PASS
6,2393,0,16,1,0,2,2,PASS
6,4786,1,17,1,0,2,2,PASS
6,9572,2,18,1,0,2,2,PASS
6,19144,3,19,1,0,2,2,PASS
6,2403,0,16,1,0,2,2,PASS
6,4806,1,17,1,0,2,2,PASS
6,9612,2,18,1,0,2,2,PASS
6,19224,3,19,1,0,2,2,PASS
6,2405,0,16,1,0,2,2,PASS
6,4810,1,17,1,0,2,2,PASS
6,9620,2,18,1,0,2,2,PASS
6,19240,3,19,1,0,2,2,PASS
6,2409,0,16,1,0,2,2,PASS
6,4818,1,17,1,0,2,2,PASS
6,9636,2,18,1,0,2,2,PASS
6,19272,3,19,1,0,2,2,PASS
6,2417,0,16,1,0,2,2,PASS
6,4834,1,17,1,0,2,2,PASS
6,9668,2,18,1,0,2,2,PASS
6,19336,3,19,1,0,2,2,PASS
5,2441,0,16,2,1,2,1,PASS
5,4882,1,17,2,1,2,1,PASS
5,9764,2,18,2,1,2,1,PASS
5,19528,3,19,2,1,2,1,PASS
6,2443,0,16,1,0,2,2,PASS
6,4886,1,17,1,0,2,2,PASS
6,9772,2,18,1,0,2,2,PASS
6,19544,3,19,1,0,2,2,PASS
6,2445,0,16,1,0,2,2,PASS
6,4890,1,17,1,0,2,2,PASS
6,9780,2,18,1,0,2,2,PASS
6,19560,3,19,1,0,2,2,PASS
5,2449,0,16,2,1,2,1,PASS
5,4898,1,17,2,1,2,1,PASS
5,9796,2,18,2,1,2,1,PASS
5,19592,3,19,2,1,2,1,PASS
6,2451,0,16,1,0,2,2,PASS
6,4902,1,17,1,0,2,2,PASS
6,9804,2,18,1,0,2,2,PASS
6,19608,3,19,1,0,2,2,PASS
6,2453,0,16,1,0,2,2,PASS
6,4906,1,17,1,0,2,2,PASS
6,9812,2,18,1,0,2,2,PASS
6,19624,3,19,1,0,2,2,PASS
6,2457,0,16,1,0,2,2,PASS
6,4914,1,17,1,0,2,2,PASS
6,9828,2,18,1,0,2,2,PASS
6,19656,3,19,1,0,2,2,PASS
6,2467,0,16,1,0,2,2,PASS
6,4934,1,17,1,0,2,2,PASS
6,9868,2,18,1,0,2,2,PASS
6,19736,3,19,1,0,2,2,PASS
6,2469,0,16,1,0,2,2,PASS
6,4938,1,17,1,0,2,2,PASS
6,9876,2,18,1,0,2,2,PASS
6,19752,3,19,1,0,2,2,PASS
6,2473,0,16,1,0,2,2,PASS
6,4946,1,17,1,0,2,2,PASS
6,9892,2,18,1,0,2,2,PASS
6,19784,3,19,1,0,2,2,PASS
6,2481,0,16,1,0,2,2,PASS
6,4962,1,17,1,0,2,2,PASS
6,9924,2,18,1,0,2,2,PASS
6,19848,3,19,1,0,2,2,PASS
6,2501,0,16,1,0,2,2,PASS
6,5002,1,17,1,0,2,2,PASS
6,10004,2,18,1,0,2,2,PASS
6,20008,3,19,1,0,2,2,PASS
6,2505,0,16,1,0,2,2,PASS
6,5010,1,17,1,0,2,2,PASS
6,10020,2,18,1,0,2,2,PASS
6,20040,3,19,1,0,2,2,PASS
6,2513,0,16,1,0,2,2,PASS
6,5026,1,17,1,0,2,2,PASS
6,10052,2,18,1,0,2,2,PASS
6,20104,3,19,1,0,2,2,PASS
5,2595,0,16,2,1,2,1,PASS
5,5190,1,17,2,1,2,1,PASS
5,10380,2,18,2,1,2,1,PASS
5,20760,3,19,2,1,2,1,PASS
5,2597,0,16,2,1,2,1,PASS
5,5194,1,17,2,1,2,1,PASS
5,10388,2,18,2,1,2,1,PASS
5,20776,3,19,2,1,2,1,PASS
6,2599,0,16,1,0,2,2,PASS
6,5198,1,17,1,0,2,2,PASS
6,10396,2,18,1,0,2,2,PASS
6,20792,3,19,1,0,2,2,PASS
5,2601,0,16,2,1,2,1,PASS
5,5202,1,17,2,1,2,1,PASS
5,10404,2,18,2,1,2,1,PASS
5,20808,3,19,2,1,2,1,PASS
6,2603,0,16,1,0,2,2,PASS
6,5206,1,17,1,0,2,2,PASS
6,10412,2,18,1,0,2,2,PASS
6,20824,3,19,1,0,2,2,PASS
6,2605,0,16,1,0,2,2,PASS
6,5210,1,17,1,0,2,2,PASS
6,10420,2,18,1,0,2,2,PASS
6,20840,3,19,1,0,2,2,PASS
5,2609,0,16,2,1,2,1,PASS
5,5218,1,17,2,1,2,1,PASS
5,10436,2,18,2,1,2,1,PASS
5,20872,3,19,2,1,2,1,PASS
6,2611,0,16,1,0,2,2,PASS
6,5222,1,17,1,0,2,2,PASS
6,10444,2,18,1,0,2,2,PASS
6,20888,3,19,1,0,2,2,PASS
6,2613,0,16,1,0,2,2,PASS
6,5226,1,17,1,0,2,2,PASS
6,10452,2,18,1,0,2,2,PASS
6,20904,3,19,1,0,2,2,PASS
6,2617,0,16,1,0,2,2,PASS
6,5234,1,17,1,0,2,2,PASS
6,10468,2,18,1,0,2,2,PASS
6,20936,3,19,1,0,2,2,PASS
5,2629,0,16,2,1,2,1,PASS
5,5258,1,17,2,1,2,1,PASS
5,10516,2,18,2,1,2,1,PASS
5,21032,3,19,2,1,2,1,PASS
6,2631,0,16,1,0,2,2,PASS
6,5262,1,17,1,0,2,2,PASS
6,10524,2,18,1,0,2,2,PASS
6,21048,3,19,1,0,2,2,PASS
5,2633,0,16,2,1,2,1,PASS
5,5266,1,17,2,1,2,1,PASS
5,10532,2,18,2,1,2,1,PASS
5,21064,3,19,2,1,2,1,PASS
6,2635,0,16,1,0,2,2,PASS
6,5270,1,17,1,0,2,2,PASS
6,10540,2,18,1,0,2,2,PASS
6,21080,3,19,1,0,2,2,PASS
6,2637,0,16,1,0,2,2,PASS
6,5274,1,17,1,0,2,2,PASS
6,10548,2,18,1,0,2,2,PASS
6,21096,3,19,1,0,2,2,PASS
5,2641,0,16,2,1,2,1,PASS
5,5282,1,17,2,1,2,1,PASS
5,10564,2,18,2,1,2,1,PASS
5,21128,3,19,2,1,2,1,PASS
6,2643,0,16,1,0,2,2,PASS
6,5286,1,17,1,0,2,2,PASS
6,10572,2,18,1,0,2,2,PASS
6,21144,3,19,1,0,2,2,PASS
6,2645,0,16,1,0,2,2,PASS
6,5290,1,17,1,0,2,2,PASS
6,10580,2,18,1,0,2,2,PASS
6,21160,3,19,1,0,2,2,PASS
6,2649,0,16,1,0,2,2,PASS
6,5298,1,17,1,0,2,2,PASS
6,10596,2,18,1,0,2,2,PASS
6,21192,3,19,1,0,2,2,PASS
6,2659,0,16,1,0,2,2,PASS
6,5318,1,17,1,0,2,2,PASS
6,10636,2,18,1,0,2,2,PASS
6,21272,3,19,1,0,2,2,PASS
6,2661,0,16,1,0,2,2,PASS
6,5322,1,17,1,0,2,2,PASS
6,10644,2,18,1,0,2,2,PASS
6,21288,3,19,1,0,2,2,PASS
6,2665,0,16,1,0,2,2,PASS
6,5330,1,17,1,0,2,2,PASS
6,10660,2,18,1,0,2,2,PASS
6,21320,3,19,1,0,2,2,PASS
6,2673,0,16,1,0,2,2,PASS
6,5346,1,17,1,0,2,2,PASS
6,10692,2,18,1,0,2,2,PASS
6,21384,3,19,1,0,2,2,PASS
5,2697,0,16,2,1,2,1,PASS
5,5394,1,17,2,1,2,1,PASS
5,10788,2,18,2,1,2,1,PASS
5,21576,3,19,2,1,2,1,PASS
6,2699,0,16,1,0,2,2,PASS
6,5398,1,17,1,0,2,2,PASS
6,10796,2,18,1,0,2,2,PASS
6,21592,3,19,1,0,2,2,PASS
6,2701,0,16,1,0,2,2,PASS
6,5402,1,17,1,0,2,2,PASS
6,10804,2,18,1,0,2,2,PASS
6,21608,3,19,1,0,2,2,PASS
5,2705,0,16,2,1,2,1,PASS
5,5410,1,17,2,1,2,1,PASS
5,10820,2,18,2,1,2,1,PASS
5,21640,3,19,2,1,2,1,PASS
6,2707,0,16,1,0,2,2,PASS
6,5414,1,17,1,0,2,2,PASS
6,10828,2,18,1,0,2,2,PASS
6,21656,3,19,1,0,2,2,PASS
6,2709,0,16,1,0,2,2,PASS
6,5418,1,17,1,0,2,2,PASS
6,10836,2,18,1,0,2,2,PASS
6,21672,3,19,1,0,2,2,PASS
6,2713,0,16,1,0,2,2,PASS
6,5426,1,17,1,0,2,2,PASS
6,10852,2,18,1,0,2,2,PASS
6,21704,3,19,1,0,2,2,PASS
6,2723,0,16,1,0,2,2,PASS
6,5446,1,17,1,0,2,2,PASS
6,10892,2,18,1,0,2,2,PASS
6,21784,3,19,1,0,2,2,PASS
6,2725,0,16,1,0,2,2,PASS
6,5450,1,17,1,0,2,2,PASS
6,10900,2,18,1,0,2,2,PASS
6,21800,3,19,1,0,2,2,PASS
6,2729,0,16,1,0,2,2,PASS
6,5458,1,17,1,0,2,2,PASS
6,10916,2,18,1,0,2,2,PASS
6,21832,3,19,1,0,2,2,PASS
6,2737,0,16,1,0,2,2,PASS
6,5474,1,17,1,0,2,2,PASS
6,10948,2,18,1,0,2,2,PASS
6,21896,3,19,1,0,2,2,PASS
6,2757,0,16,1,0,2,2,PASS
6,5514,1,17,1,0,2,2,PASS
6,11028,2,18,1,0,2,2,PASS
6,22056,3,19,1,0,2,2,PASS
6,2761,0,16,1,0,2,2,PASS
6,5522,1,17,1,0,2,2,PASS
6,11044,2,18,1,0,2,2,PASS
6,22088,3,19,1,0,2,2,PASS
6,2769,0,16,1,0,2,2,PASS
6,5538,1,17,1,0,2,2,PASS
6,11076,2,18,1,0,2,2,PASS
6,22152,3,19,1,0,2,2,PASS
5,2833,0,16,2,1,2,1,PASS
5,5666,1,17,2,1,2,1,PASS
5,11332,2,18,2,1,2,1,PASS
5,22664,3,19,2,1,2,1,PASS
6,2835,0,16,1,0,2,2,PASS
6,5670,1,17,1,0,2,2,PASS
6,11340,2,18,1,0,2,2,PASS
6,22680,3,19,1,0,2,2,PASS
6,2837,0,16,1,0,2,2,PASS
6,5674,1,17,1,0,2,2,PASS
6,11348,2,18,1,0,2,2,PASS
6,22696,3,19,1,0,2,2,PASS
6,2841,0,16,1,0,2,2,PASS
6,5682,1,17,1,0,2,2,PASS
6,11364,2,18,1,0,2,2,PASS
6,22728,3,19,1,0,2,2,PASS
6,2851,0,16,1,0,2,2,PASS
6,5702,1,17,1,0,2,2,PASS
6,11404,2,18,1,0,2,2,PASS
6,22808,3,19,1,0,2,2,PASS
6,2853,0,16,1,0,2,2,PASS
6,5706,1,17,1,0,2,2,PASS
6,11412,2,18,1,0,2,2,PASS
6,22824,3,19,1,0,2,2,PASS
6,2857,0,16,1,0,2,2,PASS
6,5714,1,17,1,0,2,2,PASS
6,11428,2,18,1,0,2,2,PASS
6,22856,3,19,1,0,2,2,PASS
6,2865,0,16,1,0,2,2,PASS
6,5730,1,17,1,0,2,2,PASS
6,11460,2,18,1,0,2,2,PASS
6,22920,3,19,1,0,2,2,PASS
6,2885,0,16,1,0,2,2,PASS
6,5770,1,17,1,0,2,2,PASS
6,11540,2,18,1,0,2,2,PASS
6,23080,3,19,1,0,2,2,PASS
6,2889,0,16,1,0,2,2,PASS
6,5778,1,17,1,0,2,2,PASS
6,11556,2,18,1,0,2,2,PASS
6,23112,3,19,1,0,2,2,PASS
6,2897,0,16,1,0,2,2,PASS
6,5794,1,17,1,0,2,2,PASS
6,11588,2,18,1,0,2,2,PASS
6,23176,3,19,1,0,2,2,PASS
6,2953,0,16,1,0,2,2,PASS
6,5906,1,17,1,0,2,2,PASS
6,11812,2,18,1,0,2,2,PASS
6,23624,3,19,1,0,2,2,PASS
6,2961,0,16,1,0,2,2,PASS
6,5922,1,17,1,0,2,2,PASS
6,11844,2,18,1,0,2,2,PASS
6,23688,3,19,1,0,2,2,PASS
5,3141,0,16,2,1,2,1,PASS
5,6282,1,17,2,1,2,1,PASS
5,12564,2,18,2,1,2,1,PASS
5,25128,3,19,2,1,2,1,PASS
6,3143,0,16,1,0,2,2,PASS
6,6286,1,17,1,0,2,2,PASS
6,12572,2,18,1,0,2,2,PASS
6,25144,3,19,1,0,2,2,PASS
5,3145,0,16,2,1,2,1,PASS
5,6290,1,17,2,1,2,1,PASS
5,12580,2,18,2,1,2,1,PASS
5,25160,3,19,2,1,2,1,PASS
6,3147,0,16,1,0,2,2,PASS
6,6294,1,17,1,0,2,2,PASS
6,12588,2,18,1,0,2,2,PASS
6,25176,3,19,1,0,2,2,PASS
6,3149,0,16,1,0,2,2,PASS
6,6298,1,17,1,0,2,2,PASS
6,12596,2,18,1,0,2,2,PASS
6,25192,3,19,1,0,2,2,PASS
5,3153,0,16,2,1,2,1,PASS
5,6306,1,17,2,1,2,1,PASS
5,12612,2,18,2,1,2,1,PASS
5,25224,3,19,2,1,2,1,PASS
6,3155,0,16,1,0,2,2,PASS
6,6310,1,17,1,0,2,2,PASS
6,12620,2,18,1,0,2,2,PASS
6,25240,3,19,1,0,2,2,PASS
6,3157,0,16,1,0,2,2,PASS
6,6314,1,17,1,0,2,2,PASS
6,12628,2,18,1,0,2,2,PASS
6,25256,3,19,1,0,2,2,PASS
6,3161,0,16,1,0,2,2,PASS
6,6322,1,17,1,0,2,2,PASS
6,12644,2,18,1,0,2,2,PASS
6,25288,3,19,1,0,2,2,PASS
6,3171,0,16,1,0,2,2,PASS
6,6342,1,17,1,0,2,2,PASS
6,12684,2,18,1,0,2,2,PASS
6,25368,3,19,1,0,2,2,PASS
6,3173,0,16,1,0,2,2,PASS
6,6346,1,17,1,0,2,2,PASS
6,12692,2,18,1,0,2,2,PASS
6,25384,3,19,1,0,2,2,PASS
6,3177,0,16,1,0,2,2,PASS
6,6354,1,17,1,0,2,2,PASS
6,12708,2,18,1,0,2,2,PASS
6,25416,3,19,1,0,2,2,PASS
6,3185,0,16,1,0,2,2,PASS
6,6370,1,17,1,0,2,2,PASS
6,12740,2,18,1,0,2,2,PASS
6,25480,3,19,1,0,2,2,PASS
5,3209,0,16,2,1,2,1,PASS
5,6418,1,17,2,1,2,1,PASS
5,12836,2,18,2,1,2,1,PASS
5,25672,3,19,2,1,2,1,PASS
6,3211,0,16,1,0,2,2,PASS
6,6422,1,17,1,0,2,2,PASS
6,12844,2,18,1,0,2,2,PASS
6,25688,3,19,1,0,2,2,PASS
6,3213,0,16,1,0,2,2,PASS
6,6426,1,17,1,0,2,2,PASS
6,12852,2,18,1,0,2,2,PASS
6,25704,3,19,1,0,2,2,PASS
5,3217,0,16,2,1,2,1,PASS
5,6434,1,17,2,1,2,1,PASS
5,12868,2,18,2,1,2,1,PASS
5,25736,3,19,2,1,2,1,PASS
6,3219,0,16,1,0,2,2,PASS
6,6438,1,17,1,0,2,2,PASS
6,12876,2,18,1,0,2,2,PASS
6,25752,3,19,1,0,2,2,PASS
6,3221,0,16,1,0,2,2,PASS
6,6442,1,17,1,0,2,2,PASS
6,12884,2,18,1,0,2,2,PASS
6,25768,3,19,1,0,2,2,PASS
6,3225,0,16,1,0,2,2,PASS
6,6450,1,17,1,0,2,2,PASS
6,12900,2,18,1,0,2,2,PASS
6,25800,3,19,1,0,2,2,PASS
6,3235,0,16,1,0,2,2,PASS
6,6470,1,17,1,0,2,2,PASS
6,12940,2,18,1,0,2,2,PASS
6,25880,3,19,1,0,2,2,PASS
6,3237,0,16,1,0,2,2,PASS
6,6474,1,17,1,0,2,2,PASS
6,12948,2,18,1,0,2,2,PASS
6,25896,3,19,1,0,2,2,PASS
6,3241,0,16,1,0,2,2,PASS
6,6482,1,17,1,0,2,2,PASS
6,12964,2,18,1,0,2,2,PASS
6,25928,3,19,1,0,2,2,PASS
6,3249,0,16,1,0,2,2,PASS
6,6498,1,17,1,0,2,2,PASS
6,12996,2,18,1,0,2,2,PASS
6,25992,3,19,1,0,2,2,PASS
6,3269,0,16,1,0,2,2,PASS
6,6538,1,17,1,0,2,2,PASS
6,13076,2,18,1,0,2,2,PASS
6,26152,3,19,1,0,2,2,PASS
6,3273,0,16,1,0,2,2,PASS
6,6546,1,17,1,0,2,2,PASS
6,13092,2,18,1,0,2,2,PASS
6,26184,3,19,1,0,2,2,PASS
6,3281,0,16,1,0,2,2,PASS
6,6562,1,17,1,0,2,2,PASS
6,13124,2,18,1,0,2,2,PASS
6,26248,3,19,1,0,2,2,PASS
5,3345,0,16,2,1,2,1,PASS
5,6690,1,17,2,1,2,1,PASS
5,13380,2,18,2,1,2,1,PASS
5,26760,3,19,2,1,2,1,PASS
6,3347,0,16,1,0,2,2,PASS
6,6694,1,17,1,0,2,2,PASS
6,13388,2,18,1,0,2,2,PASS
6,26776,3,19,1,0,2,2,PASS
6,3349,0,16,1,0,2,2,PASS
6,6698,1,17,1,0,2,2,PASS
6,13396,2,18,1,0,2,2,PASS
6,26792,3,19,1,0,2,2,PASS
6,3353,0,16,1,0,2,2,PASS
6,6706,1,17,1,0,2,2,PASS
6,13412,2,18,1,0,2,2,PASS
6,26824,3,19,1,0,2,2,PASS
6,3363,0,16,1,0,2,2,PASS
6,6726,1,17,1,0,2,2,PASS
6,13452,2,18,1,0,2,2,PASS
6,26904,3,19,1,0,2,2,PASS
6,3365,0,16,1,0,2,2,PASS
6,6730,1,17,1,0,2,2,PASS
6,13460,2,18,1,0,2,2,PASS
6,26920,3,19,1,0,2,2,PASS
6,3369,0,16,1,0,2,2,PASS
6,6738,1,17,1,0,2,2,PASS
6,13476,2,18,1,0,2,2,PASS
6,26952,3,19,1,0,2,2,PASS
6,3377,0,16,1,0,2,2,PASS
6,6754,1,17,1,0,2,2,PASS
6,13508,2,18,1,0,2,2,PASS
6,27016,3,19,1,0,2,2,PASS
6,3397,0,16,1,0,2,2,PASS
6,6794,1,17,1,0,2,2,PASS
6,13588,2,18,1,0,2,2,PASS
6,27176,3,19,1,0,2,2,PASS
6,3401,0,16,1,0,2,2,PASS
6,6802,1,17,1,0,2,2,PASS
6,13604,2,18,1,0,2,2,PASS
6,27208,3,19,1,0,2,2,PASS
6,3409,0,16,1,0,2,2,PASS
6,6818,1,17,1,0,2,2,PASS
6,13636,2,18,1,0,2,2,PASS
6,27272,3,19,1,0,2,2,PASS
6,3465,0,16,1,0,2,2,PASS
6,6930,1,17,1,0,2,2,PASS
6,13860,2,18,1,0,2,2,PASS
6,27720,3,19,1,0,2,2,PASS
6,3473,0,16,1,0,2,2,PASS
6,6946,1,17,1,0,2,2,PASS
6,13892,2,18,1,0,2,2,PASS
6,27784,3,19,1,0,2,2,PASS
6,3619,0,16,1,0,2,2,PASS
6,7238,1,17,1,0,2,2,PASS
6,14476,2,18,1,0,2,2,PASS
6,28952,3,19,1,0,2,2,PASS
6,3621,0,16,1,0,2,2,PASS
6,7242,1,17,1,0,2,2,PASS
6,14484,2,18,1,0,2,2,PASS
6,28968,3,19,1,0,2,2,PASS
6,3625,0,16,1,0,2,2,PASS
6,7250,1,17,1,0,2,2,PASS
6,14500,2,18,1,0,2,2,PASS
6,29000,3,19,1,0,2,2,PASS
6,3633,0,16,1,0,2,2,PASS
6,7266,1,17,1,0,2,2,PASS
6,14532,2,18,1,0,2,2,PASS
6,29064,3,19,1,0,2,2,PASS
6,3653,0,16,1,0,2,2,PASS
6,7306,1,17,1,0,2,2,PASS
6,14612,2,18,1,0,2,2,PASS
6,29224,3,19,1,0,2,2,PASS
6,3657,0,16,1,0,2,2,PASS
6,7314,1,17,1,0,2,2,PASS
6,14628,2,18,1,0,2,2,PASS
6,29256,3,19,1,0,2,2,PASS
6,3665,0,16,1,0,2,2,PASS
6,7330,1,17,1,0,2,2,PASS
6,14660,2,18,1,0,2,2,PASS
6,29320,3,19,1,0,2,2,PASS
6,3721,0,16,1,0,2,2,PASS
6,7442,1,17,1,0,2,2,PASS
6,14884,2,18,1,0,2,2,PASS
6,29768,3,19,1,0,2,2,PASS
6,3729,0,16,1,0,2,2,PASS
6,7458,1,17,1,0,2,2,PASS
6,14916,2,18,1,0,2,2,PASS
6,29832,3,19,1,0,2,2,PASS
6,3857,0,16,1,0,2,2,PASS
6,7714,1,17,1,0,2,2,PASS
6,15428,2,18,1,0,2,2,PASS
6,30856,3,19,1,0,2,2,PASS
4,4369,0,17,3,2,2,0,PASS
4,8738,1,18,3,2,2,0,PASS
4,17476,2,19,3,2,2,0,PASS
4,34952,3,20,3,2,2,0,PASS
5,4371,0,17,2,1,2,1,PASS
5,8742,1,18,2,1,2,1,PASS
5,17484,2,19,2,1,2,1,PASS
5,34968,3,20,2,1,2,1,PASS
5,4373,0,17,2,1,2,1,PASS
5,8746,1,18,2,1,2,1,PASS
5,17492,2,19,2,1,2,1,PASS
5,34984,3,20,2,1,2,1,PASS
6,4375,0,17,1,0,2,2,PASS
6,8750,1,18,1,0,2,2,PASS
6,17500,2,19,1,0,2,2,PASS
6,35000,3,20,1,0,2,2,PASS
5,4377,0,17,2,1,2,1,PASS
5,8754,1,18,2,1,2,1,PASS
5,17508,2,19,2,1,2,1,PASS
5,35016,3,20,2,1,2,1,PASS
6,4379,0,17,1,0,2,2,PASS
6,8758,1,18,1,0,2,2,PASS
6,17516,2,19,1,0,2,2,PASS
6,35032,3,20,1,0,2,2,PASS
6,4381,0,17,1,0,2,2,PASS
6,8762,1,18,1,0,2,2,PASS
6,17524,2,19,1,0,2,2,PASS
6,35048,3,20,1,0,2,2,PASS
5,4387,0,17,2,1,2,1,PASS
5,8774,1,18,2,1,2,1,PASS
5,17548,2,19,2,1,2,1,PASS
5,35096,3,20,2,1,2,1,PASS
5,4389,0,17,2,1,2,1,PASS
5,8778,1,18,2,1,2,1,PASS
5,17556,2,19,2,1,2,1,PASS
5,35112,3,20,2,1,2,1,PASS
6,4391,0,17,1,0,2,2,PASS
6,8782,1,18,1,0,2,2,PASS
6,17564,2,19,1,0,2,2,PASS
6,35128,3,20,1,0,2,2,PASS
5,4393,0,17,2,1,2,1,PASS
5,8786,1,18,2,1,2,1,PASS
5,17572,2,19,2,1,2,1,PASS
5,35144,3,20,2,1,2,1,PASS
6,4395,0,17,1,0,2,2,PASS
6,8790,1,18,1,0,2,2,PASS
6,17580,2,19,1,0,2,2,PASS
6,35160,3,20,1,0,2,2,PASS
6,4397,0,17,1,0,2,2,PASS
6,8794,1,18,1,0,2,2,PASS
6,17588,2,19,1,0,2,2,PASS
6,35176,3,20,1,0,2,2,PASS
5,4401,0,17,2,1,2,1,PASS
5,8802,1,18,2,1,2,1,PASS
5,17604,2,19,2,1,2,1,PASS
5,35208,3,20,2,1,2,1,PASS
6,4403,0,17,1,0,2,2,PASS
6,8806,1,18,1,0,2,2,PASS
6,17612,2,19,1,0,2,2,PASS
6,35224,3,20,1,0,2,2,PASS
6,4405,0,17,1,0,2,2,PASS
6,8810,1,18,1,0,2,2,PASS
6,17620,2,19,1,0,2,2,PASS
6,35240,3,20,1,0,2,2,PASS
6,4409,0,17,1,0,2,2,PASS
6,8818,1,18,1,0,2,2,PASS
6,17636,2,19,1,0,2,2,PASS
6,35272,3,20,1,0,2,2,PASS
5,4421,0,17,2,1,2,1,PASS
5,8842,1,18,2,1,2,1,PASS
5,17684,2,19,2,1,2,1,PASS
5,35368,3,20,2,1,2,1,PASS
6,4423,0,17,1,0,2,2,PASS
6,8846,1,18,1,0,2,2,PASS
6,17692,2,19,1,0,2,2,PASS
6,35384,3,20,1,0,2,2,PASS
5,4425,0,17,2,1,2,1,PASS
5,8850,1,18,2,1,2,1,PASS
5,17700,2,19,2,1,2,1,PASS
5,35400,3,20,2,1,2,1,PASS
6,4427,0,17,1,0,2,2,PASS
6,8854,1,18,1,0,2,2,PASS
6,17708,2,19,1,0,2,2,PASS
6,35416,3,20,1,0,2,2,PASS
6,4429,0,17,1,0,2,2,PASS
6,8858,1,18,1,0,2,2,PASS
6,17716,2,19,1,0,2,2,PASS
6,35432,3,20,1,0,2,2,PASS
5,4433,0,17,2,1,2,1,PASS
5,8866,1,18,2,1,2,1,PASS
5,17732,2,19,2,1,2,1,PASS
5,35464,3,20,2,1,2,1,PASS
6,4435,0,17,1,0,2,2,PASS
6,8870,1,18,1,0,2,2,PASS
6,17740,2,19,1,0,2,2,PASS
6,35480,3,20,1,0,2,2,PASS
6,4437,0,17,1,0,2,2,PASS
6,8874,1,18,1,0,2,2,PASS
6,17748,2,19,1,0,2,2,PASS
6,35496,3,20,1,0,2,2,PASS
6,4441,0,17,1,0,2,2,PASS
6,8882,1,18,1,0,2,2,PASS
6,17764,2,19,1,0,2,2,PASS
6,35528,3,20,1,0,2,2,PASS
6,4451,0,17,1,0,2,2,PASS
6,8902,1,18,1,0,2,2,PASS
6,17804,2,19,1,0,2,2,PASS
6,35608,3,20,1,0,2,2,PASS
6,4453,0,17,1,0,2,2,PASS
6,8906,1,18,1,0,2,2,PASS
6,17812,2,19,1,0,2,2,PASS
6,35624,3,20,1,0,2,2,PASS
6,4457,0,17,1,0,2,2,PASS
6,8914,1,18,1,0,2,2,PASS
6,17828,2,19,1,0,2,2,PASS
6,35656,3,20,1,0,2,2,PASS
6,4465,0,17,1,0,2,2,PASS
6,8930,1,18,1,0,2,2,PASS
6,17860,2,19,1,0,2,2,PASS
6,35720,3,20,1,0,2,2,PASS
5,4489,0,17,2,1,2,1,PASS
5,8978,1,18,2,1,2,1,PASS
5,17956,2,19,2,1,2,1,PASS
5,35912,3,20,2,1,2,1,PASS
6,4491,0,17,1,0,2,2,PASS
6,8982,1,18,1,0,2,2,PASS
6,17964,2,19,1,0,2,2,PASS
6,35928,3,20,1,0,2,2,PASS
6,4493,0,17,1,0,2,2,PASS
6,8986,1,18,1,0,2,2,PASS
6,17972,2,19,1,0,2,2,PASS
6,35944,3,20,1,0,2,2,PASS
5,4497,0,17,2,1,2,1,PASS
5,8994,1,18,2,1,2,1,PASS
5,17988,2,19,2,1,2,1,PASS
5,35976,3,20,2,1,2,1,PASS
6,4499,0,17,1,0,2,2,PASS
6,8998,1,18,1,0,2,2,PASS
6,17996,2,19,1,0,2,2,PASS
6,35992,3,20,1,0,2,2,PASS
6,4501,0,17,1,0,2,2,PASS
6,9002,1,18,1,0,2,2,PASS
6,18004,2,19,1,0,2,2,PASS
6,36008,3,20,1,0,2,2,PASS
6,4505,0,17,1,0,2,2,PASS
6,9010,1,18,1,0,2,2,PASS
6,18020,2,19,1,0,2,2,PASS
6,36040,3,20,1,0,2,2,PASS
6,4515,0,17,1,0,2,2,PASS
6,9030,1,18,1,0,2,2,PASS
6,18060,2,19,1,0,2,2,PASS
6,36120,3,20,1,0,2,2,PASS
6,4517,0,17,1,0,2,2,PASS
6,9034,1,18,1,0,2,2,PASS
